,age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
44034,50,technician,married,tertiary,no,5114,no,no,telephone,29,jun,286,2,153,2,other,no
8294,31,blue-collar,married,secondary,no,-617,yes,no,,2,jun,115,2,-1,0,,no
35990,42,management,married,secondary,no,3018,yes,no,cellular,8,may,288,3,172,2,failure,no
14236,58,admin.,married,secondary,no,821,yes,yes,telephone,14,jul,83,2,-1,0,,no
17730,43,blue-collar,married,primary,no,3664,no,no,telephone,29,jul,274,1,-1,0,,no
11410,43,self-employed,single,tertiary,no,0,no,no,,19,jun,147,1,-1,0,,no
5149,32,admin.,married,secondary,no,76,yes,no,,21,may,189,2,-1,0,,no
35712,35,blue-collar,married,secondary,no,156,yes,no,cellular,8,may,302,1,283,3,failure,no
18401,59,blue-collar,married,primary,no,595,no,no,telephone,31,jul,208,7,-1,0,,no
1233,61,blue-collar,married,primary,no,734,yes,no,,8,may,204,1,-1,0,,no
982,33,entrepreneur,divorced,tertiary,no,188,yes,no,,7,may,118,3,-1,0,,no
24134,49,management,married,secondary,no,249,no,no,telephone,6,nov,234,1,-1,0,,yes
3585,53,management,single,tertiary,no,1074,yes,no,,15,may,523,2,-1,0,,no
2980,47,self-employed,married,tertiary,no,4543,yes,no,,14,may,162,1,-1,0,,no
17689,52,blue-collar,married,secondary,no,594,no,no,telephone,29,jul,178,2,-1,0,,no
39875,38,admin.,married,tertiary,no,1988,no,no,cellular,2,jun,103,1,67,4,success,yes
26340,35,blue-collar,single,secondary,no,448,no,yes,cellular,20,nov,1031,6,-1,0,,no
32637,37,services,married,secondary,no,1776,yes,yes,cellular,17,apr,224,1,-1,0,,no
8283,32,blue-collar,married,primary,no,2,yes,no,,2,jun,18,1,-1,0,,no
23603,42,technician,married,secondary,no,3,no,no,cellular,28,aug,11,26,-1,0,,no
6323,24,blue-collar,single,secondary,no,-438,yes,no,,27,may,410,1,-1,0,,no
38487,47,blue-collar,married,primary,no,-290,yes,no,cellular,15,may,495,1,-1,0,,no
43773,71,retired,married,primary,no,3230,no,no,cellular,24,may,341,2,133,3,failure,yes
43765,46,self-employed,married,secondary,no,706,no,no,cellular,21,may,588,1,386,3,failure,yes
357,33,entrepreneur,single,tertiary,no,1068,yes,no,,5,may,396,2,-1,0,,no
8696,30,technician,single,secondary,no,3107,yes,no,,3,jun,1516,2,-1,0,,no
381,49,services,married,secondary,no,245,yes,yes,,6,may,318,1,-1,0,,no
14271,59,retired,single,secondary,yes,-341,no,yes,cellular,14,jul,94,3,-1,0,,no
6284,32,admin.,married,secondary,no,-370,yes,no,,27,may,98,1,-1,0,,no
9171,58,blue-collar,married,secondary,no,0,no,no,,5,jun,267,2,-1,0,,no
9899,40,technician,married,tertiary,no,2946,no,no,,9,jun,78,2,-1,0,,no
14780,32,housemaid,married,primary,no,67,yes,no,cellular,16,jul,95,4,-1,0,,no
39039,29,technician,single,tertiary,no,615,yes,no,cellular,18,may,373,1,-1,0,,yes
2153,59,technician,married,secondary,no,371,yes,no,,12,may,832,3,-1,0,,no
21689,59,retired,married,primary,no,0,no,no,cellular,19,aug,288,2,-1,0,,no
19782,57,services,married,primary,no,2893,no,no,cellular,8,aug,207,2,-1,0,,no
25095,35,management,married,tertiary,no,4943,yes,no,cellular,18,nov,295,1,124,2,failure,no
20873,30,management,married,secondary,no,877,yes,yes,cellular,13,aug,92,5,-1,0,,no
30043,36,blue-collar,married,primary,no,347,no,no,cellular,4,feb,167,2,-1,0,,no
10926,40,blue-collar,married,primary,no,-158,yes,yes,,17,jun,59,1,-1,0,,no
24908,58,retired,married,secondary,no,14412,no,no,cellular,18,nov,297,1,-1,0,,no
25302,33,technician,married,secondary,no,3572,yes,no,cellular,18,nov,85,2,-1,0,,no
16380,38,blue-collar,married,secondary,no,2299,yes,no,cellular,23,jul,240,1,-1,0,,no
30715,50,,single,secondary,no,86,no,no,telephone,6,feb,279,8,-1,0,,no
19859,59,blue-collar,married,secondary,no,12928,no,no,cellular,8,aug,66,2,-1,0,,no
6080,50,technician,single,secondary,no,-463,yes,no,,27,may,269,3,-1,0,,no
24514,54,management,married,tertiary,no,-1415,yes,yes,cellular,17,nov,135,1,-1,0,,no
29925,60,blue-collar,married,secondary,no,414,no,no,cellular,4,feb,147,1,-1,0,,no
41537,26,student,single,tertiary,no,13887,no,no,cellular,10,sep,199,4,-1,0,,no
15573,35,blue-collar,married,primary,no,0,no,no,cellular,21,jul,145,3,-1,0,,no
4763,35,blue-collar,married,secondary,no,274,yes,no,,20,may,190,1,-1,0,,no
5263,34,technician,married,secondary,no,1464,yes,no,,23,may,350,1,-1,0,,no
11960,52,retired,divorced,secondary,no,280,no,no,,20,jun,8,12,-1,0,,no
17548,59,unemployed,married,primary,no,46,no,no,telephone,29,jul,44,2,-1,0,,no
25205,44,management,single,tertiary,no,1356,no,yes,cellular,18,nov,264,2,134,2,other,no
1637,40,blue-collar,divorced,primary,no,21,yes,no,,9,may,584,1,-1,0,,no
6910,29,admin.,married,secondary,no,5605,yes,no,,28,may,117,2,-1,0,,no
30874,52,admin.,married,secondary,no,-462,yes,no,cellular,9,feb,172,5,-1,0,,no
14340,36,entrepreneur,married,tertiary,no,733,no,yes,telephone,14,jul,124,12,-1,0,,no
13483,36,admin.,single,secondary,no,47,no,yes,cellular,9,jul,36,6,-1,0,,no
23341,41,technician,married,secondary,no,417,no,no,cellular,27,aug,77,3,-1,0,,no
23893,33,technician,married,tertiary,no,503,no,no,cellular,29,aug,91,2,-1,0,,no
34452,30,self-employed,single,tertiary,no,0,yes,no,cellular,5,may,57,1,301,1,failure,no
8557,35,services,single,secondary,no,-437,yes,no,,3,jun,43,5,-1,0,,no
24231,40,self-employed,single,tertiary,no,1693,yes,no,cellular,17,nov,353,1,-1,0,,no
20465,36,management,single,tertiary,no,419,no,no,cellular,12,aug,122,2,-1,0,,no
12757,43,services,married,primary,no,29,no,no,telephone,7,jul,259,8,-1,0,,no
25951,47,blue-collar,divorced,primary,no,551,yes,no,cellular,19,nov,662,2,-1,0,,no
33561,30,technician,single,secondary,no,3313,yes,no,telephone,20,apr,534,3,319,3,failure,no
41651,38,technician,single,secondary,no,1711,no,no,telephone,30,sep,234,1,-1,0,,yes
11622,27,blue-collar,married,secondary,no,61,yes,no,,19,jun,1012,1,-1,0,,yes
1842,31,blue-collar,married,secondary,no,1329,yes,yes,,9,may,134,1,-1,0,,no
28194,47,retired,divorced,secondary,no,47,no,no,cellular,29,jan,489,1,-1,0,,no
7358,51,management,divorced,secondary,no,3348,yes,no,,29,may,122,2,-1,0,,no
32225,46,blue-collar,married,secondary,no,624,yes,no,cellular,16,apr,201,1,-1,0,,no
38978,29,admin.,single,secondary,no,200,yes,no,cellular,18,may,261,1,-1,0,,no
41900,39,technician,married,tertiary,no,206,no,no,cellular,20,oct,148,2,195,2,success,yes
43642,67,retired,divorced,secondary,no,704,no,no,cellular,6,may,613,1,87,3,success,yes
207,41,management,married,tertiary,no,517,yes,no,,5,may,251,1,-1,0,,no
11312,37,blue-collar,single,primary,no,12130,yes,no,,18,jun,429,13,-1,0,,no
24760,41,technician,married,secondary,no,3275,yes,no,cellular,18,nov,121,1,168,1,other,no
28379,52,management,married,secondary,no,596,yes,no,cellular,29,jan,113,1,188,1,other,no
37407,33,blue-collar,married,primary,no,410,yes,no,cellular,13,may,396,2,355,2,failure,no
6311,39,blue-collar,married,primary,no,1135,yes,no,,27,may,35,1,-1,0,,no
40632,49,admin.,divorced,secondary,no,1718,no,yes,cellular,5,aug,211,1,-1,0,,yes
17891,56,retired,divorced,primary,no,1177,no,no,cellular,30,jul,39,2,-1,0,,no
23229,31,technician,married,tertiary,no,313,yes,no,cellular,27,aug,114,2,-1,0,,no
38282,33,blue-collar,married,primary,no,1138,yes,yes,cellular,15,may,122,2,343,4,failure,no
43213,73,retired,single,secondary,no,1050,no,no,cellular,4,mar,562,3,181,2,failure,yes
1905,57,management,married,secondary,no,0,yes,no,,9,may,147,7,-1,0,,no
41293,64,retired,married,,no,34,no,no,cellular,26,aug,244,2,-1,0,,yes
3993,41,blue-collar,divorced,secondary,no,-104,yes,no,,16,may,32,3,-1,0,,no
18103,55,blue-collar,single,secondary,no,197,no,no,cellular,30,jul,95,6,-1,0,,no
38247,47,services,married,secondary,no,1474,yes,no,cellular,15,may,77,1,368,3,failure,no
35692,39,admin.,single,secondary,no,1965,yes,no,cellular,8,may,247,1,-1,0,,no
38547,49,self-employed,married,secondary,no,2576,yes,no,cellular,15,may,64,6,-1,0,,no
31643,59,blue-collar,married,secondary,no,135,yes,no,cellular,6,apr,197,1,-1,0,,no
219,39,management,married,tertiary,no,378,yes,yes,,5,may,127,2,-1,0,,no
10103,38,housemaid,married,secondary,no,634,no,no,,11,jun,105,4,-1,0,,no
12243,41,services,single,secondary,no,0,no,no,,20,jun,204,2,-1,0,,no
34370,33,management,married,tertiary,no,0,yes,no,telephone,4,may,33,7,-1,0,,no
44137,29,services,single,secondary,no,102,no,no,cellular,12,jul,154,1,182,5,failure,no
16148,28,management,married,secondary,no,143,yes,no,cellular,22,jul,44,13,-1,0,,no
10643,58,entrepreneur,married,secondary,no,2,no,no,,16,jun,684,1,-1,0,,no
21853,34,technician,single,secondary,no,0,no,no,cellular,20,aug,113,2,-1,0,,no
21401,40,management,married,tertiary,no,0,no,no,cellular,18,aug,261,7,-1,0,,no
39591,26,admin.,married,,no,4311,no,no,cellular,26,may,75,1,-1,0,,no
36616,60,retired,divorced,tertiary,no,-134,no,no,cellular,12,may,243,1,271,4,failure,no
1211,48,blue-collar,divorced,primary,no,-18,yes,no,,8,may,11,1,-1,0,,no
42131,55,management,single,tertiary,no,0,no,no,cellular,3,nov,222,3,187,3,failure,no
23123,45,blue-collar,married,primary,no,0,no,no,cellular,26,aug,454,2,-1,0,,no
22441,32,technician,single,secondary,no,90,no,no,cellular,22,aug,278,2,-1,0,,no
4095,44,admin.,married,secondary,yes,-1249,yes,yes,,19,may,83,4,-1,0,,no
36963,44,blue-collar,married,secondary,no,199,yes,no,cellular,12,may,150,7,-1,0,,no
33708,58,admin.,married,secondary,no,310,yes,yes,cellular,21,apr,75,1,-1,0,,no
26207,30,management,married,tertiary,no,196,no,no,cellular,20,nov,68,1,101,4,other,no
28077,53,housemaid,married,secondary,no,637,no,no,cellular,28,jan,150,2,-1,0,,no
42135,34,management,single,tertiary,no,382,no,no,cellular,3,nov,193,1,-1,0,,no
15125,28,management,married,tertiary,no,3516,no,no,cellular,17,jul,232,1,-1,0,,no
35333,37,blue-collar,married,primary,no,223,yes,no,cellular,7,may,569,1,297,3,failure,no
33754,53,management,married,tertiary,no,3754,no,no,cellular,22,apr,307,1,278,2,failure,yes
33734,32,management,single,tertiary,no,10281,no,no,cellular,22,apr,400,1,-1,0,,yes
1823,33,blue-collar,single,secondary,no,550,yes,no,,9,may,84,1,-1,0,,no
44203,58,management,married,tertiary,no,1318,no,no,cellular,16,jul,184,1,179,5,failure,no
12718,39,technician,single,secondary,no,506,yes,no,cellular,7,jul,718,2,-1,0,,yes
43450,33,technician,married,secondary,no,5083,no,no,cellular,12,apr,175,1,-1,0,,no
8432,46,blue-collar,married,primary,no,596,yes,no,,3,jun,404,13,-1,0,,no
23686,54,admin.,married,secondary,no,111,no,no,cellular,28,aug,29,13,-1,0,,no
28098,51,admin.,single,tertiary,no,394,no,no,telephone,28,jan,968,2,-1,0,,yes
18726,50,blue-collar,divorced,secondary,no,2725,no,no,cellular,31,jul,71,4,-1,0,,no
16022,57,blue-collar,married,secondary,no,0,no,yes,cellular,22,jul,127,2,-1,0,,no
22829,39,self-employed,married,secondary,no,454,yes,no,cellular,25,aug,171,8,-1,0,,no
17048,59,retired,married,secondary,no,377,no,yes,cellular,25,jul,468,4,-1,0,,no
10812,57,retired,married,primary,no,7938,no,no,,17,jun,133,1,-1,0,,no
5468,32,management,married,tertiary,no,1651,yes,no,,23,may,189,2,-1,0,,no
12907,33,services,single,secondary,no,329,yes,yes,cellular,7,jul,227,4,-1,0,,no
9814,49,services,married,secondary,no,3169,no,no,,9,jun,626,1,-1,0,,no
33470,35,blue-collar,single,secondary,no,398,yes,no,cellular,20,apr,198,1,-1,0,,no
43543,46,blue-collar,married,secondary,no,1723,no,no,cellular,26,apr,102,3,192,4,other,no
31440,31,blue-collar,married,primary,no,620,no,no,cellular,30,mar,95,1,-1,0,,no
19131,52,management,married,tertiary,no,547,no,no,cellular,5,aug,112,2,-1,0,,no
23485,34,unemployed,married,tertiary,no,473,no,no,cellular,28,aug,94,11,-1,0,,no
9600,40,housemaid,divorced,primary,no,1,no,no,,6,jun,113,3,-1,0,,no
35823,26,management,single,tertiary,no,962,yes,no,cellular,8,may,132,1,-1,0,,no
31994,50,admin.,divorced,secondary,no,-194,yes,no,cellular,13,apr,238,2,-1,0,,no
7524,24,student,single,secondary,no,7,yes,no,,30,may,86,3,-1,0,,no
19,33,services,married,secondary,no,0,yes,no,,5,may,54,1,-1,0,,no
8659,36,management,married,tertiary,no,0,yes,yes,,3,jun,599,3,-1,0,,no
16678,29,entrepreneur,married,tertiary,no,0,yes,no,cellular,24,jul,36,1,-1,0,,no
41593,28,technician,single,tertiary,no,865,no,no,cellular,16,sep,177,1,-1,0,,no
21177,34,management,married,tertiary,no,1262,no,no,cellular,14,aug,478,1,-1,0,,no
34805,34,admin.,divorced,secondary,no,0,yes,no,cellular,6,may,153,1,-1,0,,no
22422,49,technician,married,secondary,no,1982,yes,yes,cellular,22,aug,73,15,-1,0,,no
24523,53,entrepreneur,married,tertiary,no,2289,yes,yes,cellular,17,nov,183,1,-1,0,,no
40116,29,admin.,single,secondary,no,488,yes,no,cellular,4,jun,105,1,-1,0,,no
38482,42,services,married,secondary,no,1370,yes,no,cellular,15,may,36,2,-1,0,,no
41129,71,retired,married,,no,1741,no,no,cellular,18,aug,177,1,-1,0,,no
6296,29,blue-collar,married,secondary,no,975,yes,no,,27,may,265,2,-1,0,,no
8313,43,management,married,,no,498,yes,no,,2,jun,73,5,-1,0,,no
27826,26,blue-collar,single,secondary,no,78,no,no,telephone,28,jan,43,1,-1,0,,no
13912,30,entrepreneur,married,secondary,no,1160,no,yes,cellular,10,jul,244,1,-1,0,,no
30518,37,blue-collar,married,primary,no,655,yes,no,cellular,5,feb,127,2,258,4,failure,no
5509,36,blue-collar,single,primary,no,4519,yes,no,,23,may,117,2,-1,0,,no
25987,32,management,single,tertiary,no,2515,no,yes,cellular,19,nov,223,2,-1,0,,no
20527,54,management,married,tertiary,no,11563,yes,no,cellular,12,aug,143,2,-1,0,,no
25743,46,technician,married,secondary,no,0,yes,no,cellular,19,nov,161,2,-1,0,,no
38279,23,services,single,secondary,no,567,yes,yes,cellular,15,may,358,1,-1,0,,no
23796,41,technician,single,tertiary,no,1026,no,no,cellular,29,aug,59,6,-1,0,,no
30258,56,management,married,tertiary,no,3172,yes,no,cellular,5,feb,139,1,-1,0,,no
8989,38,admin.,divorced,secondary,no,0,no,no,,5,jun,56,1,-1,0,,no
14002,35,blue-collar,divorced,secondary,no,275,no,yes,cellular,10,jul,144,5,-1,0,,no
4091,50,services,married,secondary,no,1463,yes,no,,19,may,380,1,-1,0,,no
34732,31,technician,single,tertiary,no,645,yes,no,cellular,6,may,14,6,-1,0,,no
39234,29,blue-collar,married,secondary,no,1958,yes,no,cellular,18,may,112,4,349,1,failure,no
19154,53,blue-collar,married,,no,1230,no,no,cellular,5,aug,155,3,-1,0,,no
20618,50,management,married,tertiary,no,258,no,no,cellular,12,aug,246,6,-1,0,,no
43568,69,retired,married,secondary,no,0,no,no,cellular,28,apr,184,2,126,2,other,yes
18387,49,services,divorced,,no,313,yes,no,cellular,31,jul,203,7,-1,0,,no
11046,53,housemaid,divorced,secondary,no,120,no,no,,17,jun,343,2,-1,0,,no
12276,25,blue-collar,single,primary,no,52,yes,no,,24,jun,528,2,-1,0,,yes
30538,58,management,married,tertiary,no,3342,no,no,cellular,5,feb,344,5,-1,0,,yes
27982,59,blue-collar,married,primary,no,699,no,no,cellular,28,jan,98,1,154,6,failure,no
34815,44,management,single,tertiary,no,3,yes,no,cellular,6,may,147,1,-1,0,,no
42712,39,management,married,tertiary,no,1802,no,no,cellular,25,jan,129,2,97,2,failure,no
32903,30,technician,married,secondary,no,-280,yes,no,cellular,17,apr,609,2,266,2,failure,no
12147,56,,married,,no,361,no,no,,20,jun,247,7,-1,0,,no
27065,34,management,married,tertiary,no,997,yes,yes,cellular,21,nov,81,1,-1,0,,no
7014,28,admin.,married,secondary,no,22171,yes,no,,28,may,85,3,-1,0,,no
1216,30,admin.,single,secondary,no,387,yes,no,,8,may,75,1,-1,0,,no
4731,30,services,single,secondary,no,432,yes,no,,20,may,340,3,-1,0,,no
26480,39,management,married,tertiary,no,225,yes,no,cellular,20,nov,554,2,-1,0,,no
27130,57,management,married,tertiary,no,17118,yes,no,cellular,21,nov,102,1,-1,0,,no
44046,43,management,single,tertiary,no,0,no,no,cellular,30,jun,275,2,296,1,failure,yes
9707,52,,married,primary,no,547,no,no,,6,jun,33,2,-1,0,,no
6187,36,admin.,single,,no,-69,yes,no,,27,may,90,2,-1,0,,no
3827,43,management,married,secondary,no,452,yes,no,,16,may,107,2,-1,0,,no
21715,52,management,single,tertiary,no,1205,no,no,telephone,19,aug,18,20,-1,0,,no
8801,30,blue-collar,married,secondary,no,578,yes,yes,,4,jun,48,1,-1,0,,no
41751,25,technician,single,secondary,no,139,no,yes,cellular,12,oct,138,1,-1,0,,yes
6790,28,management,single,tertiary,no,1069,no,no,,28,may,675,1,-1,0,,no
39930,54,admin.,single,secondary,no,189,no,no,cellular,2,jun,95,5,-1,0,,no
39158,27,technician,married,secondary,no,267,yes,no,cellular,18,may,166,4,-1,0,,no
34950,53,management,divorced,secondary,no,28,yes,no,cellular,6,may,135,2,289,1,failure,no
23697,44,management,married,tertiary,no,0,no,no,cellular,28,aug,43,1,-1,0,,no
38539,32,services,divorced,secondary,no,-34,yes,no,cellular,15,may,147,2,-1,0,,no
11874,38,blue-collar,married,primary,no,3419,yes,no,,20,jun,324,5,-1,0,,no
39891,36,blue-collar,married,secondary,no,79,yes,yes,cellular,2,jun,74,2,-1,0,,no
38668,37,blue-collar,married,primary,no,2120,yes,no,cellular,15,may,655,3,175,4,failure,yes
13436,44,management,married,secondary,no,438,yes,no,telephone,9,jul,42,1,-1,0,,no
14730,39,management,married,tertiary,no,285,yes,no,cellular,15,jul,838,3,-1,0,,yes
7049,35,blue-collar,married,secondary,no,120,yes,no,,28,may,245,2,-1,0,,no
23789,49,services,married,secondary,no,413,yes,yes,cellular,29,aug,175,2,-1,0,,no
32046,36,services,single,secondary,no,-253,yes,no,cellular,14,apr,1073,1,-1,0,,yes
6565,39,management,married,secondary,no,1072,yes,no,,27,may,1168,2,-1,0,,no
38982,29,technician,married,secondary,no,266,yes,no,cellular,18,may,208,1,-1,0,,no
27465,35,entrepreneur,married,primary,no,29397,yes,no,cellular,21,nov,166,1,-1,0,,no
19094,51,admin.,married,secondary,no,949,no,no,cellular,5,aug,1092,1,-1,0,,yes
32238,37,services,married,secondary,no,345,yes,yes,cellular,16,apr,114,1,148,1,failure,no
6771,31,blue-collar,single,secondary,no,1686,yes,no,,28,may,85,2,-1,0,,no
10800,42,entrepreneur,married,tertiary,no,1654,no,no,,17,jun,116,1,-1,0,,no
17316,27,self-employed,married,tertiary,no,0,no,yes,cellular,28,jul,133,4,-1,0,,no
37571,44,services,divorced,secondary,no,130,yes,no,cellular,14,may,263,1,371,1,failure,no
22764,39,technician,married,secondary,no,3825,no,yes,cellular,25,aug,94,6,-1,0,,no
33046,31,technician,single,secondary,no,1970,no,no,telephone,17,apr,284,3,-1,0,,no
7920,32,self-employed,married,secondary,no,1942,yes,no,,30,may,84,9,-1,0,,no
33569,37,technician,single,secondary,no,442,yes,no,cellular,20,apr,51,4,349,1,other,no
28596,47,blue-collar,single,secondary,no,263,yes,yes,cellular,29,jan,127,2,255,1,other,no
41776,46,self-employed,married,tertiary,no,8,no,no,cellular,13,oct,182,1,-1,0,,no
33152,46,management,married,primary,no,3229,yes,no,cellular,20,apr,1550,1,-1,0,,yes
4043,35,blue-collar,married,primary,no,378,yes,no,,16,may,427,3,-1,0,,no
3121,54,blue-collar,married,secondary,no,219,yes,no,,14,may,341,5,-1,0,,no
3403,42,management,single,tertiary,no,1146,yes,no,,15,may,98,2,-1,0,,no
4822,38,technician,divorced,tertiary,yes,-530,yes,no,,21,may,236,1,-1,0,,no
29046,31,unemployed,divorced,tertiary,no,256,yes,no,cellular,2,feb,264,1,201,2,success,no
14671,49,services,married,,no,463,yes,no,telephone,15,jul,541,2,-1,0,,no
25809,41,technician,married,tertiary,no,3700,no,no,cellular,19,nov,136,1,-1,0,,no
23307,38,student,married,secondary,no,134,no,no,cellular,27,aug,91,8,-1,0,,no
18168,57,retired,divorced,secondary,no,39,yes,no,cellular,30,jul,354,3,-1,0,,no
1374,26,student,single,tertiary,no,37,yes,no,,8,may,108,1,-1,0,,no
13812,35,admin.,married,secondary,no,-428,yes,yes,cellular,10,jul,147,1,-1,0,,no
44179,35,management,married,secondary,no,724,yes,no,cellular,14,jul,287,2,415,1,failure,yes
35259,33,admin.,single,tertiary,no,475,yes,no,cellular,7,may,1046,1,-1,0,,yes
13187,34,admin.,single,secondary,no,280,no,no,cellular,8,jul,86,2,-1,0,,no
6908,35,management,single,secondary,no,73,yes,no,,28,may,79,2,-1,0,,no
13955,29,services,married,secondary,no,3,yes,no,cellular,10,jul,183,1,-1,0,,no
6205,35,technician,married,tertiary,no,712,yes,no,,27,may,73,2,-1,0,,no
23862,48,blue-collar,married,secondary,no,134,no,no,cellular,29,aug,200,7,-1,0,,no
33589,32,management,single,tertiary,no,0,yes,no,cellular,20,apr,415,2,-1,0,,no
15773,54,housemaid,divorced,secondary,yes,34,no,no,cellular,21,jul,208,3,-1,0,,no
25558,59,blue-collar,married,secondary,no,16869,no,no,cellular,19,nov,107,1,-1,0,,no
