,age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome
7619,54,management,divorced,tertiary,no,129,yes,no,,30,may,132,1,-1,0,
42332,55,technician,divorced,tertiary,no,0,no,no,cellular,17,nov,134,2,91,1,success
3108,43,blue-collar,married,primary,no,-101,yes,no,,14,may,122,4,-1,0,
17128,40,management,divorced,tertiary,no,96,yes,no,cellular,25,jul,188,14,-1,0,
6325,26,admin.,married,secondary,no,0,no,no,,27,may,755,1,-1,0,
43709,32,student,single,,no,376,no,no,cellular,13,may,457,2,178,3,failure
1761,31,technician,married,secondary,no,1868,yes,no,,9,may,213,2,-1,0,
7294,36,blue-collar,married,secondary,no,959,yes,no,,29,may,200,4,-1,0,
35321,41,management,married,tertiary,no,1072,yes,no,cellular,7,may,199,1,-1,0,
44738,80,retired,married,secondary,no,8304,no,no,telephone,8,sep,606,3,91,13,success
30134,38,technician,married,tertiary,no,1042,yes,no,cellular,4,feb,419,2,-1,0,
8949,36,unemployed,single,secondary,no,244,yes,no,,4,jun,702,2,-1,0,
13778,40,self-employed,married,primary,no,624,no,no,cellular,10,jul,228,1,-1,0,
29473,32,blue-collar,married,primary,no,329,yes,no,cellular,3,feb,321,1,-1,0,
25284,36,self-employed,single,tertiary,no,3560,no,no,cellular,18,nov,658,3,169,2,failure
791,44,blue-collar,married,primary,no,503,yes,no,,7,may,629,2,-1,0,
11339,42,services,married,secondary,no,3236,no,no,,18,jun,521,11,-1,0,
33907,21,student,single,secondary,no,224,no,no,cellular,30,apr,871,1,-1,0,
14194,32,services,single,secondary,no,0,no,yes,cellular,11,jul,333,2,-1,0,
32474,33,blue-collar,married,secondary,no,7048,yes,no,cellular,17,apr,71,2,-1,0,
26816,34,services,married,secondary,no,1611,no,yes,telephone,20,nov,197,7,-1,0,
34185,29,student,single,secondary,no,1854,no,no,telephone,4,may,390,3,-1,0,
27000,39,management,divorced,tertiary,no,1968,no,no,cellular,21,nov,648,1,-1,0,
33035,35,entrepreneur,single,tertiary,no,1295,yes,no,cellular,17,apr,952,2,73,1,failure
7682,36,blue-collar,married,primary,no,287,yes,no,,30,may,157,3,-1,0,
4422,31,services,divorced,secondary,no,1222,yes,no,,20,may,532,1,-1,0,
1078,56,management,married,primary,no,-24,yes,no,,7,may,305,3,-1,0,
8716,48,blue-collar,single,primary,no,1938,yes,no,,4,jun,407,1,-1,0,
11992,46,management,married,tertiary,no,5464,no,no,,20,jun,79,4,-1,0,
14848,36,blue-collar,married,secondary,no,324,yes,yes,cellular,16,jul,830,1,-1,0,
41360,52,blue-collar,married,secondary,no,2087,yes,no,cellular,31,aug,267,1,474,1,failure
9303,46,blue-collar,married,primary,no,2093,no,no,,5,jun,128,2,-1,0,
11806,36,self-employed,single,tertiary,no,977,no,no,,20,jun,172,2,-1,0,
6750,29,admin.,married,secondary,no,36,yes,no,,28,may,126,1,-1,0,
40871,38,admin.,single,secondary,no,245,yes,yes,cellular,12,aug,251,2,117,4,failure
225,48,blue-collar,married,primary,no,278,yes,no,,5,may,125,2,-1,0,
722,52,blue-collar,married,primary,no,58,yes,no,,6,may,213,3,-1,0,
39727,56,admin.,married,secondary,no,1671,no,no,cellular,28,may,158,2,-1,0,
22407,30,management,married,secondary,no,0,no,no,cellular,22,aug,78,2,-1,0,
39210,46,entrepreneur,divorced,tertiary,no,148,yes,no,cellular,18,may,61,3,350,5,other
2697,44,blue-collar,married,primary,no,617,yes,no,,13,may,227,2,-1,0,
17043,54,housemaid,married,primary,no,3304,no,yes,cellular,25,jul,90,7,-1,0,
14419,54,retired,divorced,primary,no,308,yes,no,cellular,14,jul,248,3,-1,0,
36597,32,technician,married,secondary,no,-410,yes,yes,cellular,12,may,179,3,-1,0,
10666,52,blue-collar,married,secondary,no,167,no,no,,16,jun,163,1,-1,0,
41055,58,management,divorced,tertiary,no,5701,no,no,cellular,14,aug,92,3,106,2,success
2611,44,technician,married,primary,no,2887,yes,no,,13,may,182,1,-1,0,
14195,37,management,married,tertiary,no,3841,no,no,cellular,11,jul,69,2,-1,0,
5107,53,blue-collar,married,secondary,no,813,yes,no,,21,may,23,16,-1,0,
36789,35,services,divorced,secondary,no,0,yes,yes,cellular,12,may,95,4,357,1,failure
35422,31,technician,single,secondary,no,1626,no,no,cellular,7,may,356,2,286,3,failure
36946,43,unemployed,divorced,primary,no,-70,yes,no,cellular,12,may,124,2,-1,0,
12864,35,entrepreneur,married,primary,yes,25,no,yes,cellular,7,jul,236,1,-1,0,
4481,23,services,single,secondary,no,210,yes,no,,20,may,507,1,-1,0,
40028,56,retired,married,primary,no,1947,no,no,cellular,3,jun,124,1,34,2,failure
31885,42,management,married,tertiary,no,1773,no,no,cellular,9,apr,311,1,336,1,failure
29754,54,admin.,single,secondary,no,15,yes,no,cellular,4,feb,93,1,-1,0,
26676,45,self-employed,married,tertiary,no,-497,yes,yes,cellular,20,nov,260,1,-1,0,
38834,24,technician,single,secondary,no,-232,yes,no,cellular,18,may,108,1,-1,0,
33384,31,blue-collar,married,secondary,no,631,yes,no,cellular,20,apr,211,2,152,2,failure
12528,58,retired,married,secondary,no,166,no,yes,,3,jul,211,1,-1,0,
18904,57,admin.,married,secondary,no,999,no,no,cellular,4,aug,68,1,-1,0,
22508,34,management,married,secondary,no,857,yes,no,cellular,22,aug,238,6,-1,0,
26055,59,entrepreneur,married,primary,no,0,no,no,telephone,19,nov,207,2,153,1,failure
1138,37,blue-collar,married,secondary,no,374,yes,no,,7,may,944,3,-1,0,
11424,44,management,married,tertiary,no,7177,no,no,,19,jun,89,2,-1,0,
8773,24,technician,single,secondary,no,2019,yes,no,,4,jun,1045,1,-1,0,
21801,34,management,married,tertiary,no,1339,no,no,cellular,20,aug,255,8,-1,0,
21999,46,blue-collar,married,secondary,no,3547,no,no,cellular,20,aug,395,6,-1,0,
3292,47,blue-collar,married,secondary,no,5306,yes,no,,15,may,322,1,-1,0,
38861,30,admin.,single,secondary,no,1450,yes,no,cellular,18,may,298,1,355,1,failure
38432,29,management,single,tertiary,no,1388,yes,no,cellular,15,may,157,3,-1,0,
20025,41,management,single,secondary,no,800,no,no,cellular,8,aug,899,2,-1,0,
31700,46,technician,married,secondary,no,138,yes,no,cellular,7,apr,226,2,-1,0,
27248,54,blue-collar,married,primary,no,4503,no,no,telephone,21,nov,168,3,-1,0,
12252,22,technician,single,secondary,no,4659,yes,no,,23,jun,53,4,-1,0,
31062,63,retired,divorced,secondary,no,859,no,no,cellular,13,feb,92,1,-1,0,
32090,56,services,divorced,secondary,no,6101,no,no,cellular,14,apr,422,4,-1,0,
40054,37,management,married,tertiary,no,108,yes,yes,cellular,4,jun,262,2,-1,0,
21471,55,unemployed,married,secondary,no,549,no,no,cellular,18,aug,43,5,-1,0,
29747,30,management,single,tertiary,no,1028,no,no,cellular,4,feb,1294,2,-1,0,
33070,26,technician,single,secondary,no,181,no,no,cellular,20,apr,158,2,-1,0,
8984,43,entrepreneur,married,tertiary,yes,-250,no,no,,5,jun,104,1,-1,0,
25277,57,self-employed,married,secondary,no,380,no,no,cellular,18,nov,878,2,-1,0,
9894,37,,married,,no,1699,no,no,,9,jun,63,1,-1,0,
30744,49,retired,divorced,secondary,no,-268,yes,no,cellular,6,feb,42,2,206,5,failure
21708,32,technician,married,tertiary,no,60,no,no,cellular,19,aug,153,7,-1,0,
861,53,admin.,divorced,,no,236,yes,no,,7,may,354,1,-1,0,
27482,53,self-employed,single,secondary,no,186,no,no,cellular,21,nov,92,2,-1,0,
9926,42,admin.,married,secondary,no,1030,no,no,,9,jun,148,3,-1,0,
43340,37,technician,married,secondary,no,1458,no,no,cellular,22,mar,344,1,326,1,success
4496,33,admin.,married,secondary,no,2,yes,no,,20,may,201,1,-1,0,
42801,46,admin.,married,secondary,no,179,yes,no,cellular,29,jan,194,4,436,1,other
44034,50,technician,married,tertiary,no,5114,no,no,telephone,29,jun,286,2,153,2,other
8294,31,blue-collar,married,secondary,no,-617,yes,no,,2,jun,115,2,-1,0,
35990,42,management,married,secondary,no,3018,yes,no,cellular,8,may,288,3,172,2,failure
14236,58,admin.,married,secondary,no,821,yes,yes,telephone,14,jul,83,2,-1,0,
17730,43,blue-collar,married,primary,no,3664,no,no,telephone,29,jul,274,1,-1,0,
11410,43,self-employed,single,tertiary,no,0,no,no,,19,jun,147,1,-1,0,
5149,32,admin.,married,secondary,no,76,yes,no,,21,may,189,2,-1,0,
35712,35,blue-collar,married,secondary,no,156,yes,no,cellular,8,may,302,1,283,3,failure
18401,59,blue-collar,married,primary,no,595,no,no,telephone,31,jul,208,7,-1,0,
1233,61,blue-collar,married,primary,no,734,yes,no,,8,may,204,1,-1,0,
982,33,entrepreneur,divorced,tertiary,no,188,yes,no,,7,may,118,3,-1,0,
24134,49,management,married,secondary,no,249,no,no,telephone,6,nov,234,1,-1,0,
3585,53,management,single,tertiary,no,1074,yes,no,,15,may,523,2,-1,0,
2980,47,self-employed,married,tertiary,no,4543,yes,no,,14,may,162,1,-1,0,
17689,52,blue-collar,married,secondary,no,594,no,no,telephone,29,jul,178,2,-1,0,
39875,38,admin.,married,tertiary,no,1988,no,no,cellular,2,jun,103,1,67,4,success
26340,35,blue-collar,single,secondary,no,448,no,yes,cellular,20,nov,1031,6,-1,0,
32637,37,services,married,secondary,no,1776,yes,yes,cellular,17,apr,224,1,-1,0,
8283,32,blue-collar,married,primary,no,2,yes,no,,2,jun,18,1,-1,0,
23603,42,technician,married,secondary,no,3,no,no,cellular,28,aug,11,26,-1,0,
6323,24,blue-collar,single,secondary,no,-438,yes,no,,27,may,410,1,-1,0,
38487,47,blue-collar,married,primary,no,-290,yes,no,cellular,15,may,495,1,-1,0,
43773,71,retired,married,primary,no,3230,no,no,cellular,24,may,341,2,133,3,failure
43765,46,self-employed,married,secondary,no,706,no,no,cellular,21,may,588,1,386,3,failure
357,33,entrepreneur,single,tertiary,no,1068,yes,no,,5,may,396,2,-1,0,
8696,30,technician,single,secondary,no,3107,yes,no,,3,jun,1516,2,-1,0,
381,49,services,married,secondary,no,245,yes,yes,,6,may,318,1,-1,0,
14271,59,retired,single,secondary,yes,-341,no,yes,cellular,14,jul,94,3,-1,0,
6284,32,admin.,married,secondary,no,-370,yes,no,,27,may,98,1,-1,0,
9171,58,blue-collar,married,secondary,no,0,no,no,,5,jun,267,2,-1,0,
9899,40,technician,married,tertiary,no,2946,no,no,,9,jun,78,2,-1,0,
14780,32,housemaid,married,primary,no,67,yes,no,cellular,16,jul,95,4,-1,0,
39039,29,technician,single,tertiary,no,615,yes,no,cellular,18,may,373,1,-1,0,
2153,59,technician,married,secondary,no,371,yes,no,,12,may,832,3,-1,0,
21689,59,retired,married,primary,no,0,no,no,cellular,19,aug,288,2,-1,0,
19782,57,services,married,primary,no,2893,no,no,cellular,8,aug,207,2,-1,0,
25095,35,management,married,tertiary,no,4943,yes,no,cellular,18,nov,295,1,124,2,failure
20873,30,management,married,secondary,no,877,yes,yes,cellular,13,aug,92,5,-1,0,
30043,36,blue-collar,married,primary,no,347,no,no,cellular,4,feb,167,2,-1,0,
10926,40,blue-collar,married,primary,no,-158,yes,yes,,17,jun,59,1,-1,0,
24908,58,retired,married,secondary,no,14412,no,no,cellular,18,nov,297,1,-1,0,
25302,33,technician,married,secondary,no,3572,yes,no,cellular,18,nov,85,2,-1,0,
16380,38,blue-collar,married,secondary,no,2299,yes,no,cellular,23,jul,240,1,-1,0,
30715,50,,single,secondary,no,86,no,no,telephone,6,feb,279,8,-1,0,
19859,59,blue-collar,married,secondary,no,12928,no,no,cellular,8,aug,66,2,-1,0,
6080,50,technician,single,secondary,no,-463,yes,no,,27,may,269,3,-1,0,
24514,54,management,married,tertiary,no,-1415,yes,yes,cellular,17,nov,135,1,-1,0,
29925,60,blue-collar,married,secondary,no,414,no,no,cellular,4,feb,147,1,-1,0,
41537,26,student,single,tertiary,no,13887,no,no,cellular,10,sep,199,4,-1,0,
15573,35,blue-collar,married,primary,no,0,no,no,cellular,21,jul,145,3,-1,0,
4763,35,blue-collar,married,secondary,no,274,yes,no,,20,may,190,1,-1,0,
5263,34,technician,married,secondary,no,1464,yes,no,,23,may,350,1,-1,0,
11960,52,retired,divorced,secondary,no,280,no,no,,20,jun,8,12,-1,0,
17548,59,unemployed,married,primary,no,46,no,no,telephone,29,jul,44,2,-1,0,
25205,44,management,single,tertiary,no,1356,no,yes,cellular,18,nov,264,2,134,2,other
1637,40,blue-collar,divorced,primary,no,21,yes,no,,9,may,584,1,-1,0,
6910,29,admin.,married,secondary,no,5605,yes,no,,28,may,117,2,-1,0,
30874,52,admin.,married,secondary,no,-462,yes,no,cellular,9,feb,172,5,-1,0,
14340,36,entrepreneur,married,tertiary,no,733,no,yes,telephone,14,jul,124,12,-1,0,
13483,36,admin.,single,secondary,no,47,no,yes,cellular,9,jul,36,6,-1,0,
23341,41,technician,married,secondary,no,417,no,no,cellular,27,aug,77,3,-1,0,
23893,33,technician,married,tertiary,no,503,no,no,cellular,29,aug,91,2,-1,0,
34452,30,self-employed,single,tertiary,no,0,yes,no,cellular,5,may,57,1,301,1,failure
8557,35,services,single,secondary,no,-437,yes,no,,3,jun,43,5,-1,0,
24231,40,self-employed,single,tertiary,no,1693,yes,no,cellular,17,nov,353,1,-1,0,
20465,36,management,single,tertiary,no,419,no,no,cellular,12,aug,122,2,-1,0,
12757,43,services,married,primary,no,29,no,no,telephone,7,jul,259,8,-1,0,
25951,47,blue-collar,divorced,primary,no,551,yes,no,cellular,19,nov,662,2,-1,0,
33561,30,technician,single,secondary,no,3313,yes,no,telephone,20,apr,534,3,319,3,failure
41651,38,technician,single,secondary,no,1711,no,no,telephone,30,sep,234,1,-1,0,
11622,27,blue-collar,married,secondary,no,61,yes,no,,19,jun,1012,1,-1,0,
1842,31,blue-collar,married,secondary,no,1329,yes,yes,,9,may,134,1,-1,0,
28194,47,retired,divorced,secondary,no,47,no,no,cellular,29,jan,489,1,-1,0,
7358,51,management,divorced,secondary,no,3348,yes,no,,29,may,122,2,-1,0,
32225,46,blue-collar,married,secondary,no,624,yes,no,cellular,16,apr,201,1,-1,0,
38978,29,admin.,single,secondary,no,200,yes,no,cellular,18,may,261,1,-1,0,
41900,39,technician,married,tertiary,no,206,no,no,cellular,20,oct,148,2,195,2,success
43642,67,retired,divorced,secondary,no,704,no,no,cellular,6,may,613,1,87,3,success
207,41,management,married,tertiary,no,517,yes,no,,5,may,251,1,-1,0,
11312,37,blue-collar,single,primary,no,12130,yes,no,,18,jun,429,13,-1,0,
24760,41,technician,married,secondary,no,3275,yes,no,cellular,18,nov,121,1,168,1,other
28379,52,management,married,secondary,no,596,yes,no,cellular,29,jan,113,1,188,1,other
37407,33,blue-collar,married,primary,no,410,yes,no,cellular,13,may,396,2,355,2,failure
6311,39,blue-collar,married,primary,no,1135,yes,no,,27,may,35,1,-1,0,
40632,49,admin.,divorced,secondary,no,1718,no,yes,cellular,5,aug,211,1,-1,0,
17891,56,retired,divorced,primary,no,1177,no,no,cellular,30,jul,39,2,-1,0,
23229,31,technician,married,tertiary,no,313,yes,no,cellular,27,aug,114,2,-1,0,
38282,33,blue-collar,married,primary,no,1138,yes,yes,cellular,15,may,122,2,343,4,failure
43213,73,retired,single,secondary,no,1050,no,no,cellular,4,mar,562,3,181,2,failure
1905,57,management,married,secondary,no,0,yes,no,,9,may,147,7,-1,0,
41293,64,retired,married,,no,34,no,no,cellular,26,aug,244,2,-1,0,
3993,41,blue-collar,divorced,secondary,no,-104,yes,no,,16,may,32,3,-1,0,
18103,55,blue-collar,single,secondary,no,197,no,no,cellular,30,jul,95,6,-1,0,
38247,47,services,married,secondary,no,1474,yes,no,cellular,15,may,77,1,368,3,failure
35692,39,admin.,single,secondary,no,1965,yes,no,cellular,8,may,247,1,-1,0,
38547,49,self-employed,married,secondary,no,2576,yes,no,cellular,15,may,64,6,-1,0,
31643,59,blue-collar,married,secondary,no,135,yes,no,cellular,6,apr,197,1,-1,0,
219,39,management,married,tertiary,no,378,yes,yes,,5,may,127,2,-1,0,
10103,38,housemaid,married,secondary,no,634,no,no,,11,jun,105,4,-1,0,
12243,41,services,single,secondary,no,0,no,no,,20,jun,204,2,-1,0,
34370,33,management,married,tertiary,no,0,yes,no,telephone,4,may,33,7,-1,0,
44137,29,services,single,secondary,no,102,no,no,cellular,12,jul,154,1,182,5,failure
16148,28,management,married,secondary,no,143,yes,no,cellular,22,jul,44,13,-1,0,
10643,58,entrepreneur,married,secondary,no,2,no,no,,16,jun,684,1,-1,0,
21853,34,technician,single,secondary,no,0,no,no,cellular,20,aug,113,2,-1,0,
21401,40,management,married,tertiary,no,0,no,no,cellular,18,aug,261,7,-1,0,
39591,26,admin.,married,,no,4311,no,no,cellular,26,may,75,1,-1,0,
36616,60,retired,divorced,tertiary,no,-134,no,no,cellular,12,may,243,1,271,4,failure
1211,48,blue-collar,divorced,primary,no,-18,yes,no,,8,may,11,1,-1,0,
42131,55,management,single,tertiary,no,0,no,no,cellular,3,nov,222,3,187,3,failure
23123,45,blue-collar,married,primary,no,0,no,no,cellular,26,aug,454,2,-1,0,
22441,32,technician,single,secondary,no,90,no,no,cellular,22,aug,278,2,-1,0,
4095,44,admin.,married,secondary,yes,-1249,yes,yes,,19,may,83,4,-1,0,
36963,44,blue-collar,married,secondary,no,199,yes,no,cellular,12,may,150,7,-1,0,
33708,58,admin.,married,secondary,no,310,yes,yes,cellular,21,apr,75,1,-1,0,
26207,30,management,married,tertiary,no,196,no,no,cellular,20,nov,68,1,101,4,other
28077,53,housemaid,married,secondary,no,637,no,no,cellular,28,jan,150,2,-1,0,
42135,34,management,single,tertiary,no,382,no,no,cellular,3,nov,193,1,-1,0,
15125,28,management,married,tertiary,no,3516,no,no,cellular,17,jul,232,1,-1,0,
35333,37,blue-collar,married,primary,no,223,yes,no,cellular,7,may,569,1,297,3,failure
33754,53,management,married,tertiary,no,3754,no,no,cellular,22,apr,307,1,278,2,failure
33734,32,management,single,tertiary,no,10281,no,no,cellular,22,apr,400,1,-1,0,
1823,33,blue-collar,single,secondary,no,550,yes,no,,9,may,84,1,-1,0,
44203,58,management,married,tertiary,no,1318,no,no,cellular,16,jul,184,1,179,5,failure
12718,39,technician,single,secondary,no,506,yes,no,cellular,7,jul,718,2,-1,0,
43450,33,technician,married,secondary,no,5083,no,no,cellular,12,apr,175,1,-1,0,
8432,46,blue-collar,married,primary,no,596,yes,no,,3,jun,404,13,-1,0,
23686,54,admin.,married,secondary,no,111,no,no,cellular,28,aug,29,13,-1,0,
28098,51,admin.,single,tertiary,no,394,no,no,telephone,28,jan,968,2,-1,0,
18726,50,blue-collar,divorced,secondary,no,2725,no,no,cellular,31,jul,71,4,-1,0,
16022,57,blue-collar,married,secondary,no,0,no,yes,cellular,22,jul,127,2,-1,0,
22829,39,self-employed,married,secondary,no,454,yes,no,cellular,25,aug,171,8,-1,0,
17048,59,retired,married,secondary,no,377,no,yes,cellular,25,jul,468,4,-1,0,
10812,57,retired,married,primary,no,7938,no,no,,17,jun,133,1,-1,0,
5468,32,management,married,tertiary,no,1651,yes,no,,23,may,189,2,-1,0,
12907,33,services,single,secondary,no,329,yes,yes,cellular,7,jul,227,4,-1,0,
9814,49,services,married,secondary,no,3169,no,no,,9,jun,626,1,-1,0,
33470,35,blue-collar,single,secondary,no,398,yes,no,cellular,20,apr,198,1,-1,0,
43543,46,blue-collar,married,secondary,no,1723,no,no,cellular,26,apr,102,3,192,4,other
31440,31,blue-collar,married,primary,no,620,no,no,cellular,30,mar,95,1,-1,0,
19131,52,management,married,tertiary,no,547,no,no,cellular,5,aug,112,2,-1,0,
23485,34,unemployed,married,tertiary,no,473,no,no,cellular,28,aug,94,11,-1,0,
9600,40,housemaid,divorced,primary,no,1,no,no,,6,jun,113,3,-1,0,
35823,26,management,single,tertiary,no,962,yes,no,cellular,8,may,132,1,-1,0,
31994,50,admin.,divorced,secondary,no,-194,yes,no,cellular,13,apr,238,2,-1,0,
7524,24,student,single,secondary,no,7,yes,no,,30,may,86,3,-1,0,
19,33,services,married,secondary,no,0,yes,no,,5,may,54,1,-1,0,
8659,36,management,married,tertiary,no,0,yes,yes,,3,jun,599,3,-1,0,
16678,29,entrepreneur,married,tertiary,no,0,yes,no,cellular,24,jul,36,1,-1,0,
41593,28,technician,single,tertiary,no,865,no,no,cellular,16,sep,177,1,-1,0,
21177,34,management,married,tertiary,no,1262,no,no,cellular,14,aug,478,1,-1,0,
34805,34,admin.,divorced,secondary,no,0,yes,no,cellular,6,may,153,1,-1,0,
22422,49,technician,married,secondary,no,1982,yes,yes,cellular,22,aug,73,15,-1,0,
24523,53,entrepreneur,married,tertiary,no,2289,yes,yes,cellular,17,nov,183,1,-1,0,
40116,29,admin.,single,secondary,no,488,yes,no,cellular,4,jun,105,1,-1,0,
38482,42,services,married,secondary,no,1370,yes,no,cellular,15,may,36,2,-1,0,
41129,71,retired,married,,no,1741,no,no,cellular,18,aug,177,1,-1,0,
6296,29,blue-collar,married,secondary,no,975,yes,no,,27,may,265,2,-1,0,
8313,43,management,married,,no,498,yes,no,,2,jun,73,5,-1,0,
27826,26,blue-collar,single,secondary,no,78,no,no,telephone,28,jan,43,1,-1,0,
13912,30,entrepreneur,married,secondary,no,1160,no,yes,cellular,10,jul,244,1,-1,0,
30518,37,blue-collar,married,primary,no,655,yes,no,cellular,5,feb,127,2,258,4,failure
5509,36,blue-collar,single,primary,no,4519,yes,no,,23,may,117,2,-1,0,
25987,32,management,single,tertiary,no,2515,no,yes,cellular,19,nov,223,2,-1,0,
