age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
33,admin.,single,tertiary,no,235,yes,no,cellular,18,may,525,1,-1,0,,yes
48,technician,single,tertiary,no,104,yes,no,cellular,5,may,124,2,344,1,other,no
43,technician,divorced,tertiary,no,1088,no,no,cellular,20,aug,341,3,-1,0,,no
31,self-employed,married,secondary,no,157,yes,no,,19,may,285,1,-1,0,,no
46,entrepreneur,married,primary,no,171,yes,no,,29,may,52,3,-1,0,,no
53,services,married,secondary,no,76,yes,no,,19,jun,237,2,-1,0,,no
40,blue-collar,married,secondary,no,925,yes,yes,,20,jun,22,8,-1,0,,no
55,blue-collar,married,secondary,no,224,yes,no,,6,may,232,1,-1,0,,no
56,technician,married,secondary,no,62,no,yes,,5,jun,243,1,-1,0,,no
34,admin.,married,secondary,no,445,no,no,cellular,19,aug,256,2,-1,0,,no
36,entrepreneur,married,tertiary,no,733,no,yes,telephone,14,jul,124,12,-1,0,,no
39,entrepreneur,divorced,secondary,no,1202,yes,no,,23,may,364,2,-1,0,,no
39,technician,single,secondary,no,709,yes,no,cellular,10,jul,441,1,-1,0,,no
60,technician,married,secondary,no,2639,yes,no,,14,may,483,2,-1,0,,no
37,management,married,tertiary,no,-1884,yes,no,cellular,21,jul,193,1,-1,0,,no
25,technician,single,secondary,no,139,no,yes,cellular,12,oct,138,1,-1,0,,yes
43,housemaid,married,secondary,no,2220,no,no,cellular,27,aug,177,3,-1,0,,no
48,entrepreneur,single,tertiary,no,2313,no,no,,6,jun,130,1,-1,0,,no
51,unemployed,married,secondary,no,1052,no,no,cellular,25,aug,280,4,-1,0,,no
25,services,single,secondary,no,556,yes,yes,,4,jun,361,1,-1,0,,no
46,blue-collar,married,primary,no,5393,yes,no,cellular,20,nov,997,2,-1,0,,no
53,management,married,secondary,no,478,yes,no,cellular,2,feb,66,1,264,2,failure,no
54,entrepreneur,married,secondary,no,0,no,no,,9,jun,96,1,-1,0,,no
31,services,married,secondary,no,5,yes,no,,16,may,216,1,-1,0,,no
32,management,married,tertiary,no,91,no,no,cellular,18,may,126,2,356,2,failure,no
35,self-employed,single,tertiary,no,935,yes,no,cellular,20,nov,71,1,176,2,failure,no
46,management,divorced,tertiary,no,0,no,no,cellular,20,aug,50,2,-1,0,,no
36,housemaid,single,secondary,no,28,no,yes,cellular,11,aug,149,2,-1,0,,no
46,technician,married,tertiary,no,-369,yes,yes,cellular,6,feb,339,4,-1,0,,no
58,self-employed,married,secondary,no,9994,no,no,cellular,10,jul,400,1,-1,0,,no
54,services,married,secondary,no,882,yes,no,cellular,18,may,217,1,-1,0,,no
59,retired,divorced,primary,no,-110,no,yes,,4,jul,195,1,-1,0,,no
50,technician,married,secondary,no,797,yes,no,,6,may,354,1,-1,0,,no
69,retired,married,secondary,no,0,no,no,cellular,25,aug,412,2,-1,0,,yes
33,management,single,tertiary,no,952,yes,no,cellular,29,apr,1241,5,-1,0,,yes
35,admin.,divorced,secondary,no,627,yes,no,cellular,6,feb,298,6,275,2,failure,no
47,management,married,tertiary,no,5049,no,no,cellular,22,aug,47,7,-1,0,,no
49,technician,married,secondary,no,-215,yes,no,,26,may,155,2,-1,0,,no
36,management,married,tertiary,no,521,no,yes,cellular,18,nov,135,2,152,1,other,no
54,management,divorced,tertiary,no,129,yes,no,,30,may,132,1,-1,0,,no
42,services,divorced,secondary,no,266,yes,yes,cellular,19,nov,97,1,-1,0,,no
56,entrepreneur,married,tertiary,no,21,no,no,cellular,21,jul,118,3,-1,0,,no
33,unemployed,married,secondary,no,1211,no,no,cellular,7,aug,456,1,-1,0,,yes
42,blue-collar,married,secondary,no,1958,yes,no,cellular,18,nov,129,1,172,3,failure,no
31,blue-collar,married,primary,no,591,yes,no,,14,may,287,3,-1,0,,no
40,self-employed,single,tertiary,no,1693,yes,no,cellular,17,nov,353,1,-1,0,,no
42,admin.,single,secondary,no,151,yes,no,telephone,5,may,227,3,-1,0,,no
43,admin.,single,secondary,no,6,no,no,,16,may,244,1,-1,0,,no
42,technician,married,secondary,no,570,yes,no,,28,may,344,2,-1,0,,no
49,admin.,married,secondary,no,13229,no,yes,telephone,8,jul,77,2,-1,0,,no
40,management,single,tertiary,no,1265,yes,no,,7,may,97,1,-1,0,,no
48,blue-collar,married,primary,no,278,yes,no,,5,may,125,2,-1,0,,no
31,management,single,tertiary,no,47,no,no,cellular,22,aug,361,4,-1,0,,no
36,self-employed,married,secondary,no,14,yes,yes,cellular,11,may,210,1,-1,0,,no
28,,single,secondary,no,4465,no,no,cellular,28,jan,769,1,-1,0,,yes
36,admin.,single,secondary,no,11174,yes,no,cellular,15,apr,953,1,-1,0,,yes
44,management,married,secondary,no,438,yes,no,telephone,9,jul,42,1,-1,0,,no
59,blue-collar,divorced,primary,no,4399,yes,no,telephone,31,jul,69,8,-1,0,,no
44,blue-collar,divorced,secondary,no,-1,no,yes,cellular,15,jul,194,5,-1,0,,no
33,services,married,secondary,no,404,yes,no,,7,may,139,1,-1,0,,no
36,blue-collar,married,primary,no,4138,no,no,,12,jun,174,1,-1,0,,no
38,services,married,secondary,no,53,no,no,cellular,4,feb,226,1,-1,0,,no
44,admin.,married,secondary,no,0,no,no,,26,may,85,3,-1,0,,no
32,management,married,tertiary,no,1230,yes,no,cellular,4,feb,35,3,253,4,failure,no
46,management,married,primary,no,312,yes,no,cellular,7,jul,113,2,-1,0,,no
25,management,single,tertiary,no,3,yes,yes,cellular,16,apr,1034,1,-1,0,,yes
26,technician,single,secondary,no,334,no,no,cellular,19,oct,217,1,-1,0,,no
23,services,single,secondary,no,567,yes,yes,cellular,15,may,358,1,-1,0,,no
48,management,married,tertiary,no,618,no,no,,13,may,149,1,-1,0,,no
33,blue-collar,married,secondary,no,2254,yes,no,cellular,17,apr,130,1,148,1,failure,no
34,management,married,secondary,no,857,yes,no,cellular,22,aug,238,6,-1,0,,no
35,technician,single,tertiary,no,59,yes,no,,28,may,145,3,-1,0,,no
27,technician,married,secondary,no,267,yes,no,cellular,18,may,166,4,-1,0,,no
43,blue-collar,divorced,secondary,no,16,yes,no,,14,may,485,2,-1,0,,no
42,management,married,tertiary,no,9009,no,no,cellular,20,nov,135,2,-1,0,,no
46,self-employed,married,tertiary,no,8,no,no,cellular,13,oct,182,1,-1,0,,no
41,technician,married,tertiary,no,177,yes,no,telephone,11,jul,117,2,-1,0,,no
29,management,single,,no,560,no,no,cellular,5,apr,459,1,307,1,failure,yes
36,housemaid,married,secondary,no,409,yes,no,cellular,8,may,104,2,-1,0,,no
43,self-employed,single,tertiary,no,0,no,no,,19,jun,147,1,-1,0,,no
60,technician,married,tertiary,no,1626,yes,yes,,27,may,395,2,-1,0,,no
44,technician,married,secondary,no,2857,no,no,cellular,5,aug,318,2,-1,0,,no
42,unemployed,married,secondary,no,8131,yes,no,cellular,21,nov,173,4,175,1,failure,no
49,technician,divorced,secondary,no,-403,no,yes,cellular,21,jul,482,2,-1,0,,no
49,services,divorced,primary,no,90,no,no,cellular,23,jul,126,4,-1,0,,no
52,management,married,tertiary,no,809,no,no,cellular,4,aug,121,1,-1,0,,no
35,management,single,tertiary,no,642,no,no,cellular,8,may,278,1,-1,0,,no
55,admin.,married,secondary,no,994,no,no,,11,jun,490,2,-1,0,,no
60,management,married,tertiary,no,553,yes,no,cellular,2,feb,343,1,210,3,success,no
25,blue-collar,single,primary,no,52,yes,no,,24,jun,528,2,-1,0,,yes
40,management,single,tertiary,no,1361,no,no,cellular,29,jan,1473,1,-1,0,,yes
33,services,married,secondary,no,-124,no,no,cellular,17,apr,150,2,325,1,failure,no
27,management,single,tertiary,no,405,yes,no,cellular,7,may,129,2,-1,0,,no
51,entrepreneur,married,primary,no,726,yes,yes,cellular,15,apr,87,2,-1,0,,no
34,self-employed,divorced,,no,28,no,yes,cellular,8,jul,245,1,-1,0,,no
39,admin.,divorced,secondary,no,399,yes,yes,cellular,14,aug,133,2,-1,0,,no
23,student,single,secondary,no,1062,no,no,telephone,27,sep,379,3,-1,0,,no
47,management,single,tertiary,no,124,no,no,cellular,29,aug,14,15,-1,0,,no
40,blue-collar,divorced,secondary,no,181,no,no,,12,jun,89,6,-1,0,,no
27,blue-collar,single,secondary,no,1065,yes,yes,,4,jun,313,1,-1,0,,no
72,retired,married,secondary,no,4130,no,no,cellular,12,nov,427,1,-1,0,,no
30,management,single,secondary,no,2143,yes,yes,cellular,18,aug,514,10,-1,0,,no
34,blue-collar,married,secondary,no,1257,yes,no,,26,may,109,7,-1,0,,no
61,blue-collar,married,primary,no,734,yes,no,,8,may,204,1,-1,0,,no
31,blue-collar,married,primary,no,-464,yes,yes,,12,may,256,4,-1,0,,no
43,unemployed,married,secondary,no,0,yes,no,,6,may,245,1,-1,0,,no
29,management,married,tertiary,no,55,yes,no,cellular,10,jul,235,1,-1,0,,no
43,self-employed,married,primary,no,66,yes,no,,7,may,175,5,-1,0,,no
58,housemaid,married,tertiary,no,6316,no,no,cellular,21,nov,91,1,-1,0,,no
47,blue-collar,divorced,primary,no,223,yes,no,telephone,7,may,140,2,-1,0,,no
46,housemaid,married,primary,no,131,no,no,cellular,22,aug,234,4,-1,0,,no
27,blue-collar,single,secondary,no,3792,no,no,cellular,22,apr,279,2,-1,0,,yes
36,technician,married,secondary,no,154,yes,no,cellular,18,nov,231,1,96,2,other,no
30,services,divorced,secondary,no,341,yes,no,cellular,20,nov,478,1,-1,0,,yes
46,technician,married,,no,304,no,no,cellular,2,feb,202,2,-1,0,,no
35,management,single,tertiary,no,0,yes,no,,2,jun,184,1,-1,0,,no
55,housemaid,married,primary,no,10,no,no,cellular,4,feb,174,3,-1,0,,no
45,management,married,secondary,no,1098,no,no,cellular,4,aug,75,1,-1,0,,no
36,management,single,tertiary,no,1283,no,no,cellular,18,aug,92,5,-1,0,,no
36,management,married,tertiary,no,1235,no,no,cellular,25,aug,85,6,-1,0,,no
28,management,married,tertiary,no,1480,yes,no,cellular,18,may,143,1,-1,0,,no
53,self-employed,single,secondary,no,186,no,no,cellular,21,nov,92,2,-1,0,,no
60,services,divorced,primary,no,58,no,yes,cellular,11,jul,165,2,-1,0,,no
28,services,single,secondary,no,0,no,yes,cellular,16,jul,133,1,-1,0,,no
48,services,married,secondary,no,22,no,no,cellular,2,feb,429,2,-1,0,,no
30,management,single,tertiary,no,344,no,no,cellular,8,aug,179,3,-1,0,,no
39,management,married,tertiary,no,942,yes,no,cellular,13,may,564,2,265,4,other,no
54,retired,divorced,primary,no,308,yes,no,cellular,14,jul,248,3,-1,0,,no
33,technician,divorced,tertiary,no,0,yes,no,cellular,2,jun,72,1,-1,0,,no
35,blue-collar,married,secondary,no,120,yes,no,,28,may,245,2,-1,0,,no
54,admin.,married,secondary,no,66,yes,no,cellular,11,nov,167,1,-1,0,,yes
40,services,married,secondary,no,1674,yes,yes,cellular,4,feb,144,1,274,2,other,no
38,admin.,married,secondary,no,755,yes,no,cellular,17,feb,120,1,-1,0,,yes
31,technician,single,secondary,no,106,yes,no,cellular,8,may,94,1,-1,0,,no
55,admin.,married,secondary,no,1102,yes,no,,15,may,126,2,-1,0,,no
29,blue-collar,married,secondary,no,59,yes,yes,cellular,14,may,100,3,356,2,failure,no
30,technician,married,secondary,no,394,no,no,cellular,22,aug,216,13,-1,0,,no
58,unemployed,single,primary,no,278,no,no,,16,jun,1009,5,-1,0,,no
40,blue-collar,married,secondary,no,211,yes,no,,5,may,216,4,-1,0,,no
47,management,married,tertiary,no,19,no,no,cellular,25,jul,186,2,-1,0,,no
41,blue-collar,divorced,primary,no,169,yes,no,cellular,5,may,71,1,-1,0,,no
28,entrepreneur,married,tertiary,no,1900,yes,no,cellular,15,may,9,6,-1,0,,no
38,services,married,secondary,no,-361,yes,no,telephone,31,jul,37,33,-1,0,,no
38,technician,single,secondary,no,173,no,no,cellular,29,aug,150,4,-1,0,,no
30,services,single,secondary,no,432,yes,no,,20,may,340,3,-1,0,,no
44,admin.,married,secondary,no,447,yes,yes,,14,may,106,5,-1,0,,no
37,blue-collar,single,secondary,no,3344,yes,no,,26,may,85,5,-1,0,,no
34,blue-collar,married,secondary,no,8558,yes,no,,2,jun,466,2,-1,0,,no
36,technician,divorced,secondary,no,141,yes,no,,19,may,165,5,-1,0,,no
31,admin.,single,secondary,no,17,yes,no,,2,jun,52,3,-1,0,,no
25,student,single,tertiary,no,5,no,no,cellular,29,sep,138,1,-1,0,,no
25,management,single,tertiary,no,219,no,no,cellular,4,aug,576,1,96,1,success,yes
36,blue-collar,married,secondary,no,79,yes,yes,cellular,2,jun,74,2,-1,0,,no
39,blue-collar,single,secondary,no,369,no,yes,cellular,20,nov,224,1,-1,0,,no
34,technician,single,secondary,no,-89,yes,no,,12,may,209,1,-1,0,,no
74,retired,married,primary,no,1765,no,no,telephone,11,sep,290,2,-1,0,,yes
28,blue-collar,single,primary,no,-30,yes,no,cellular,31,jul,108,5,-1,0,,no
54,management,married,secondary,no,1134,yes,no,cellular,25,jul,1330,3,-1,0,,yes
31,technician,single,tertiary,no,438,yes,no,cellular,12,aug,130,2,-1,0,,no
35,unemployed,single,tertiary,no,154,no,no,cellular,29,jan,105,2,-1,0,,no
40,technician,married,secondary,no,59,yes,no,,30,jun,322,3,-1,0,,no
29,management,single,tertiary,no,630,no,no,cellular,11,aug,94,3,-1,0,,no
47,management,married,tertiary,no,434,no,no,cellular,12,aug,111,4,-1,0,,no
54,blue-collar,married,secondary,no,1777,yes,no,cellular,18,may,13,5,178,6,success,no
46,unemployed,married,secondary,no,16397,no,no,cellular,18,nov,641,1,-1,0,,no
35,blue-collar,married,secondary,no,-185,yes,yes,,27,may,130,2,-1,0,,no
37,management,married,tertiary,no,50,no,yes,cellular,17,jul,105,1,-1,0,,no
37,blue-collar,married,primary,no,190,yes,yes,,8,may,194,1,-1,0,,no
35,technician,married,tertiary,no,712,yes,no,,27,may,73,2,-1,0,,no
31,management,single,tertiary,no,53,yes,no,cellular,7,aug,165,3,-1,0,,no
35,management,divorced,tertiary,no,457,yes,no,cellular,5,feb,114,3,-1,0,,no
33,admin.,married,secondary,no,2,yes,no,,20,may,201,1,-1,0,,no
35,blue-collar,single,,no,422,no,no,,16,jun,140,1,-1,0,,no
30,services,single,tertiary,no,719,no,yes,cellular,14,aug,38,2,-1,0,,no
36,admin.,married,secondary,no,2030,yes,no,,20,may,24,1,-1,0,,no
60,housemaid,married,tertiary,no,443,no,no,,5,jun,60,1,-1,0,,no
30,blue-collar,married,secondary,no,578,yes,yes,,4,jun,48,1,-1,0,,no
38,blue-collar,divorced,primary,no,0,no,no,,12,jun,49,2,-1,0,,no
29,unemployed,single,tertiary,no,70,no,no,cellular,25,may,393,1,-1,0,,yes
36,services,married,tertiary,no,260,yes,no,cellular,6,may,167,3,299,2,failure,no
27,management,single,,no,3196,no,no,cellular,9,feb,10,2,-1,0,,no
39,technician,single,secondary,no,506,yes,no,cellular,7,jul,718,2,-1,0,,yes
37,blue-collar,single,primary,no,147,no,no,cellular,28,jul,192,19,-1,0,,no
35,admin.,single,secondary,no,163,yes,no,,12,jun,483,1,-1,0,,no
31,management,single,tertiary,no,1,no,no,cellular,26,aug,107,5,-1,0,,no
41,management,married,tertiary,no,326,no,no,cellular,6,feb,163,1,182,2,failure,no
51,blue-collar,married,secondary,no,362,yes,yes,cellular,4,feb,318,3,-1,0,,no
40,management,married,,no,6,yes,no,cellular,29,jul,64,4,-1,0,,no
56,technician,single,secondary,no,751,yes,no,cellular,15,may,43,8,177,5,failure,no
34,services,married,secondary,no,0,yes,no,,19,may,115,4,-1,0,,no
49,services,married,secondary,no,3169,no,no,,9,jun,626,1,-1,0,,no
36,admin.,single,tertiary,no,980,no,no,cellular,11,nov,118,4,104,7,failure,no
37,admin.,single,tertiary,no,1000,yes,no,cellular,15,jun,322,1,90,1,success,yes
34,admin.,married,secondary,no,-429,yes,no,cellular,6,may,320,1,-1,0,,no
26,student,single,tertiary,no,294,no,no,cellular,4,dec,208,2,-1,0,,yes
43,blue-collar,married,secondary,no,388,yes,yes,cellular,6,may,644,1,355,2,failure,no
26,management,single,tertiary,no,45,no,no,cellular,10,jul,1187,3,-1,0,,yes
32,admin.,single,,no,393,no,no,cellular,3,feb,169,2,-1,0,,no
33,management,married,tertiary,no,1323,no,no,cellular,1,jun,327,1,-1,0,,yes
36,admin.,single,,no,-69,yes,no,,27,may,90,2,-1,0,,no
45,services,married,secondary,no,759,yes,no,,2,jun,172,2,-1,0,,no
47,blue-collar,married,,no,30,no,yes,cellular,23,jul,498,2,-1,0,,no
55,management,married,tertiary,no,33,yes,no,cellular,30,jul,246,3,-1,0,,no
30,technician,single,tertiary,no,0,no,no,cellular,22,aug,69,2,-1,0,,no
37,self-employed,single,tertiary,no,1549,no,no,,6,jun,48,2,-1,0,,no
47,self-employed,married,tertiary,no,1917,no,no,,20,jun,39,2,-1,0,,no
57,blue-collar,married,secondary,no,649,yes,no,cellular,18,nov,122,1,-1,0,,no
46,blue-collar,married,secondary,no,4044,no,no,cellular,7,jul,326,3,-1,0,,no
42,self-employed,married,tertiary,no,52,yes,no,cellular,16,apr,432,1,-1,0,,no
32,blue-collar,married,secondary,no,-205,yes,no,,7,may,388,1,-1,0,,no
44,blue-collar,married,primary,no,-420,yes,no,cellular,11,may,220,2,-1,0,,no
59,housemaid,divorced,secondary,no,0,no,no,,17,jun,98,1,-1,0,,no
43,self-employed,married,secondary,no,14144,yes,no,cellular,21,nov,504,1,-1,0,,yes
37,technician,single,secondary,no,363,yes,no,cellular,21,nov,39,4,182,3,failure,no
35,management,married,tertiary,no,1631,yes,no,,21,may,83,2,-1,0,,no
31,blue-collar,married,primary,no,206,yes,no,,23,may,1171,1,-1,0,,no
28,blue-collar,married,secondary,no,134,yes,no,,8,may,262,1,-1,0,,no
42,technician,single,secondary,no,555,yes,no,cellular,5,feb,449,2,-1,0,,no
33,management,married,tertiary,no,728,yes,no,cellular,13,aug,275,5,-1,0,,no
33,management,divorced,tertiary,no,-1027,yes,no,,30,may,205,6,-1,0,,no
50,services,single,secondary,no,1716,yes,no,cellular,7,apr,272,1,-1,0,,no
34,management,married,tertiary,no,0,no,no,cellular,15,apr,125,2,-1,0,,no
40,admin.,married,secondary,no,260,yes,no,cellular,13,may,306,1,181,5,success,yes
60,blue-collar,married,primary,no,228,yes,no,,28,may,249,11,-1,0,,no
37,blue-collar,divorced,secondary,no,33,yes,no,,6,jun,326,1,-1,0,,no
26,services,single,secondary,no,235,no,no,cellular,10,jul,721,3,-1,0,,no
27,blue-collar,married,secondary,no,872,yes,no,cellular,17,apr,1130,3,-1,0,,no
42,entrepreneur,married,tertiary,no,373,no,no,cellular,17,nov,174,1,154,3,failure,no
49,management,married,tertiary,no,735,yes,no,,13,may,50,3,-1,0,,no
37,blue-collar,married,secondary,no,15801,yes,no,,14,may,456,9,-1,0,,no
40,blue-collar,married,primary,no,-158,yes,yes,,17,jun,59,1,-1,0,,no
30,technician,divorced,tertiary,no,317,yes,no,cellular,25,jul,67,5,-1,0,,no
46,blue-collar,married,secondary,no,1723,no,no,cellular,26,apr,102,3,192,4,other,no
55,blue-collar,married,secondary,no,3919,no,no,cellular,16,jul,26,2,-1,0,,no
35,management,single,tertiary,no,244,yes,no,,12,may,225,1,-1,0,,no
60,admin.,single,secondary,no,860,yes,no,cellular,12,may,318,1,-1,0,,no
43,admin.,married,secondary,no,71,no,no,,7,may,180,5,-1,0,,no
33,blue-collar,married,secondary,no,23,yes,no,cellular,5,may,173,1,-1,0,,no
50,admin.,divorced,secondary,no,381,no,no,cellular,5,feb,519,1,212,2,other,no
33,services,married,secondary,no,0,yes,no,,5,may,54,1,-1,0,,no
46,technician,divorced,secondary,no,648,no,no,cellular,5,aug,281,1,-1,0,,no
39,blue-collar,married,primary,no,-388,yes,no,,29,may,691,1,-1,0,,no
28,self-employed,single,secondary,no,1166,no,yes,cellular,30,jan,177,3,192,3,other,no
25,technician,single,secondary,no,1833,yes,no,cellular,5,may,323,2,-1,0,,no
36,blue-collar,married,primary,no,244,yes,no,,27,may,70,2,-1,0,,no
40,admin.,married,secondary,no,3234,no,no,,6,jun,82,1,-1,0,,no
54,services,married,secondary,no,0,no,no,,19,jun,220,1,-1,0,,no
52,blue-collar,single,secondary,no,288,yes,no,cellular,8,jul,159,2,-1,0,,no
51,self-employed,married,secondary,no,383,yes,no,cellular,20,apr,164,1,-1,0,,no
21,student,single,secondary,no,491,no,no,cellular,6,aug,161,1,-1,0,,no
59,management,married,primary,no,2269,no,yes,,5,jun,158,1,-1,0,,no
55,entrepreneur,married,tertiary,no,22,no,yes,cellular,8,jul,215,1,-1,0,,no
43,technician,single,tertiary,no,1154,no,no,cellular,15,jul,603,11,-1,0,,no
31,blue-collar,single,secondary,no,512,yes,no,cellular,18,may,44,8,-1,0,,no
56,services,divorced,secondary,no,6101,no,no,cellular,14,apr,422,4,-1,0,,no
31,blue-collar,married,tertiary,no,2827,yes,no,,8,may,238,3,-1,0,,no
24,management,single,secondary,no,653,yes,no,,27,jun,247,3,-1,0,,no
47,management,married,tertiary,no,337,no,no,telephone,30,jul,300,5,-1,0,,no
50,housemaid,married,tertiary,no,5260,yes,no,cellular,24,jul,51,2,-1,0,,no
40,housemaid,divorced,secondary,no,108,no,no,,9,may,93,1,-1,0,,no
33,management,single,tertiary,no,3161,yes,no,cellular,2,apr,313,3,-1,0,,yes
40,admin.,single,secondary,no,208,yes,yes,cellular,11,may,204,2,-1,0,,no
58,admin.,married,secondary,no,821,yes,yes,telephone,14,jul,83,2,-1,0,,no
30,blue-collar,single,secondary,no,0,yes,no,cellular,12,may,271,1,349,4,failure,no
30,technician,single,tertiary,no,405,yes,no,cellular,4,feb,128,1,274,1,failure,no
50,services,married,secondary,no,1134,no,no,,18,jun,53,2,-1,0,,no
34,technician,single,secondary,no,486,yes,no,,27,may,185,1,-1,0,,no
48,blue-collar,married,secondary,no,1631,yes,no,,26,may,51,5,-1,0,,no
55,blue-collar,married,primary,no,396,no,no,cellular,22,aug,74,2,-1,0,,no
48,services,divorced,secondary,no,4906,yes,no,cellular,20,nov,200,1,190,1,failure,no
44,technician,single,secondary,no,7138,no,no,cellular,8,aug,809,2,-1,0,,yes
34,admin.,divorced,primary,no,9569,yes,no,,9,may,43,2,-1,0,,no
25,services,married,secondary,no,0,yes,no,cellular,31,jul,12,28,-1,0,,no
54,blue-collar,divorced,secondary,no,244,yes,yes,cellular,18,may,9,11,350,11,other,no
30,management,single,tertiary,no,635,yes,no,,4,jun,29,2,-1,0,,no
34,blue-collar,married,primary,no,-398,yes,no,cellular,27,feb,47,8,-1,0,,no
